id,url,event,date,source,headline,type,sentiment_score,sentiment_label
,https://www.bbc.com/pidgin/tori-55584024,COVID-19 Vaccine Approval,1/8/2021,BBC,"Coronavirus in Nigeria: Buhari, Osinbajo go take Covid-19 vaccine on live TV",Agreement,,Positive
,https://www.bbc.com/news/world-us-canada-55305720,COVID-19 Vaccine Approval,12/14/2020,BBC,Covid-19: First vaccine given in US as roll-out begins,Agreement,,Positive
,https://www.bbc.com/news/world-europe-55747623,COVID-19 Vaccine Approval,1/21/2021,BBC,Coronavirus: Hungary first in EU to approve Russian vaccine,Agreement,,Positive
,https://www.bbc.com/news/health-54873105,COVID-19 Vaccine Approval,11/9/2020,BBC,Covid vaccine: First 'milestone' vaccine offers 90% protection,Agreement,,Positive
,https://www.cnn.com/2020/12/08/europe/uk-pfizer-biontech-covid-vaccination-intl,COVID-19 Vaccine Approval,12/8/2020,CNN,"First Britons receive Covid-19 vaccine, a landmark moment in the pandemic | CNN",Agreement,,Positive
,https://www.cnn.com/2020/12/11/business/pfizer-vaccine-covid-moderna-revenue,COVID-19 Vaccine Approval,12/11/2020,CNN,Pfizer and Moderna could score $32 billion in Covid-19 vaccine sales – in 2021 alone | CNN Business,Agreement,,Positive
,https://www.cnn.com/2020/12/02/uk/pfizer-coronavirus-vaccine-uk-intl-hnk,COVID-19 Vaccine Approval,12/3/2020,CNN,"UK becomes first country to authorize Pfizer/BioNTech’s Covid-19 vaccine, first shots roll out next week | CNN",Agreement,,Positive
,https://www.cnn.com/2020/12/30/asia/china-sinopharm-vaccine-efficacy-intl-hnk,COVID-19 Vaccine Approval,12/31/2020,CNN,"China approves Sinopharm Covid-19 vaccine, promises free shots for all citizens | CNN",Agreement,,Positive
,https://www.cnn.com/2020/12/09/health/us-coronavirus-wednesday,COVID-19 Vaccine Approval,12/9/2020,CNN,"Daily reported deaths from Covid-19 top 3,000 for the first time | CNN",Agreement,,Positive
,https://www.cnn.com/2020/12/17/health/nursing-home-resident-vaccines-partner-wellness,COVID-19 Vaccine Approval,12/17/2020,CNN,"Vaccines are on the way, and nursing homes need to get residents to them | CNN",Agreement,,Positive
,https://www.cnn.com/2020/12/21/europe/coronavirus-vaccine-vatican-abortion-intl,COVID-19 Vaccine Approval,12/21/2020,CNN,Vatican OKs getting Covid-19 vaccines that used cell lines from aborted fetuses,Agreement,,Positive
,https://edition.cnn.com/2020/12/09/health/covid-vaccine-allergies-health-workers-uk-intl-gbr,COVID-19 Vaccine Approval,12/19/2020,CNN,Allergy warning for Pfizer/BioNTech vaccine after UK health workers with allergy history suffer reaction | CNN,Agreement,,Negative
,https://www.wsj.com/articles/astrazeneca-oxford-covid-19-vaccine-up-to-90-effective-in-late-stage-trials-11606116047,COVID-19 Vaccine Approval,11/23/2020,WSJ,AstraZeneca-Oxford Covid-19 Vaccine Up to 90% Effective in Late-Stage Trials,Agreement,,Positive
,https://www.wsj.com/articles/astrazeneca-expects-covid-19-vaccine-trial-results-this-year-11604566767,COVID-19 Vaccine Approval,11/5/2020,WSJ,AstraZeneca Expects Covid-19 Vaccine Trial Results This Year,Agreement,,Positive
,https://www.wsj.com/health/pharma/modernas-covid-19-vaccine-is-next-in-line-for-authorization-11608028201,COVID-19 Vaccine Approval,12/15/2020,WSJ,FDA Finds Moderna Covid-19 Vaccine Highly Effective,Agreement,,Positive
,https://www.wsj.com/business/media/facebook-to-remove-covid-19-vaccine-misinformation-from-platforms-11607015562,COVID-19 Vaccine Approval,12/3/2020,WSJ,Facebook to Remove Covid-19 Vaccine Misinformation From Platforms,Agreement,,Positive
,https://www.wsj.com/world/india/indias-covid-19-vaccinations-get-off-to-bumpy-start-11611485891,COVID-19 Vaccine Approval,1/24/2021,WSJ,India’s Covid-19 Vaccinations Get Off to Bumpy Start,Agreement,,Negative
,https://www.wsj.com/health/healthcare/pfizer-biontech-covid-19-vaccines-are-prepped-for-shipment-11607792605,COVID-19 Vaccine Approval,12/13/2020,WSJ,Pfizer-BioNTech Covid-19 Vaccines Begin Shipping,Agreement,,Positive
,https://www.wsj.com/world/europe/covid-19-vaccination-in-europe-to-roll-out-slowly-11607715115,COVID-19 Vaccine Approval,12/11/2020,WSJ,Covid-19 Vaccination in Europe to Roll Out Slowly,Agreement,,Positive
,https://www.wsj.com/world/americas/first-covid-19-vaccines-are-given-in-latin-america-but-region-faces-challenges-11608911207,COVID-19 Vaccine Approval,12/25/2020,WSJ,"First Covid-19 Vaccines Are Given in Latin America, But Region Faces Challenges",Agreement,,Positive
